talk_id,url,title,description,film_date,duration,views,main_tag,speaker_id,laughter_count,applause_count,language,event_id
1247,https://www.ted.com/talks/jae_rhim_lee_my_mushroom_burial_suit,My mushroom burial suit,"Here's a powerful provocation from artist Jae Rhim Lee. Can we commit our bodies to a cleaner, greener Earth, even after death? Naturally -- using a special burial suit seeded with pollution-gobbling mushrooms. Yes, this just might be the strangest TEDTalk you'll ever see ...",2011-07-14,450,1771059,design,1047,3.0,1.0,English,79
1241,https://www.ted.com/talks/alison_gopnik_what_do_babies_think,What do babies think?,"""Babies and young children are like the R&amp;D division of the human species,"" says psychologist Alison Gopnik. Her research explores the sophisticated intelligence-gathering and decision-making that babies are really doing when they play.",2011-07-13,1109,4994427,culture,998,8.0,1.0,English,79
1246,https://www.ted.com/talks/pamela_meyer_how_to_spot_a_liar,How to spot a liar,"On any given day we're lied to from 10 to 200 times, and the clues to detect those lies can be subtle and counter-intuitive. Pamela Meyer, author of ""Liespotting,"" shows the manners and ""hotspots"" used by those trained to recognize deception -- and she argues honesty is a value worth preserving. (Contains mature content)",2011-07-13,1130,31599174,science,1020,7.0,2.0,English,79
1251,https://www.ted.com/talks/todd_kuiken_a_prosthetic_arm_that_feels,"A prosthetic arm that ""feels""","Physiatrist and engineer Todd Kuiken is building a prosthetic arm that connects with the human nervous system -- improving motion, control and even feeling. Onstage, patient Amanda Kitts helps demonstrate this next-gen robotic arm.",2011-07-14,1131,992624,science,1054,1.0,2.0,English,79
1235,https://www.ted.com/talks/danielle_de_niese_a_flirtatious_aria,A flirtatious aria,"Can opera be ever-so-slightly sexy? The glorious soprano Danielle de Niese shows how, singing the flirty ""Meine Lippen, sie küssen so heiss."" Which, translated, means, as you might guess: ""I kiss so hot."" From Giuditta by Frans Lehár; accompanist: Ingrid Surgenor.",2011-07-12,355,910292,creativity,1001,0.0,1.0,English,79
1233,https://www.ted.com/talks/jarreth_merz_filming_democracy_in_ghana,Filming democracy in Ghana,"Jarreth Merz, a Swiss-Ghanaian filmmaker, came to Ghana in 2008 to film the national elections. What he saw there taught him new lessons about democracy -- and about himself.",2011-07-14,516,438251,global issues,1053,0.0,1.0,English,79
1255,https://www.ted.com/talks/malcolm_gladwell_the_strange_tale_of_the_norden_bombsight,The strange tale of the Norden bombsight,"Master storyteller Malcolm Gladwell tells the tale of the Norden bombsight, a groundbreaking piece of World War II technology with a deeply unexpected result.",2011-07-14,900,2379131,invention,21,3.0,1.0,English,79
1231,https://www.ted.com/talks/abraham_verghese_a_doctor_s_touch,A doctor's touch,"Modern medicine is in danger of losing a powerful, old-fashioned tool: human touch. Physician and writer Abraham Verghese describes our strange new world where patients are merely data points, and calls for a return to the traditional one-on-one physical exam.",2011-07-14,1112,1890511,science,995,0.0,1.0,English,79
1228,https://www.ted.com/talks/amy_lockwood_selling_condoms_in_the_congo,Selling condoms in the Congo,"HIV is a serious problem in the DR Congo, and aid agencies have flooded the country with free and cheap condoms. But few people are using them. Why? ""Reformed marketer"" Amy Lockwood offers a surprising answer that upends a traditional model of philanthropy. (Some NSFW images.)",2011-07-14,256,951532,global issues,1089,1.0,1.0,English,79
1193,https://www.ted.com/talks/thandiwe_newton_embracing_otherness_embracing_myself,"Embracing otherness, embracing myself","Actor Thandiwe Newton tells the story of finding her ""otherness"" -- first, as a child growing up in two distinct cultures, and then as an actor playing with many different selves. A warm, wise talk, fresh from the stage at TEDGlobal 2011.",2011-07-13,835,3326940,culture,1025,0.0,1.0,English,79
1202,https://www.ted.com/talks/harald_haas_wireless_data_from_every_light_bulb,Wireless data from every light bulb,"What if every light bulb in the world could also transmit data? At TEDGlobal, Harald Haas demonstrates, for the first time, a device that could do exactly that. By flickering the light from a single LED, a change too quick for the human eye to detect, he can transmit far more data than a cellular tower -- and do it in a way that's more efficient, secure and widespread.",2011-07-13,771,2760790,technology,1009,0.0,2.0,English,79
1207,https://www.ted.com/talks/alex_steffen_the_shareable_future_of_cities,The shareable future of cities,How can cities help save the future? Alex Steffen shows some cool neighborhood-based green projects that expand our access to things we want and need -- while reducing the time we spend in cars.,2011-07-12,613,1095458,technology,74,1.0,1.0,English,79
1221,https://www.ted.com/talks/misha_glenny_hire_the_hackers,Hire the hackers!,"Despite multibillion-dollar investments in cybersecurity, one of its root problems has been largely ignored: who are the people who write malicious code? Underworld investigator Misha Glenny profiles several convicted coders from around the world and reaches a startling conclusion.",2011-07-13,1119,1503573,technology,486,3.0,3.0,English,79
1191,https://www.ted.com/talks/nadia_al_sakkaf_see_yemen_through_my_eyes,See Yemen through my eyes,"As political turmoil in Yemen continues, the editor of the Yemen Times, Nadia Al-Sakkaf, talks at TEDGlobal with host Pat Mitchell. Al-Sakkaf's independent, English-language paper is vital for sharing news -- and for sharing a new vision of Yemen and of that country's women as equal partners in work and change.",2011-07-13,818,611328,global issues,1060,5.0,6.0,English,79
1194,https://www.ted.com/talks/kevin_slavin_how_algorithms_shape_our_world,How algorithms shape our world,"We live in a world run by algorithms, computer programs that make decisions or solve problems for us. In this riveting, funny talk, Kevin Slavin shows how modern algorithms determine stock prices, espionage tactics, even the movies you watch. But, he asks: If we depend on complex algorithms to manage our daily decisions -- when do we start to lose control?",2011-07-13,922,4286417,technology,1016,4.0,1.0,English,79
1188,https://www.ted.com/talks/rebecca_mackinnon_let_s_take_back_the_internet,Let's take back the Internet!,"In this powerful talk from TEDGlobal, Rebecca MacKinnon describes the expanding struggle for freedom and control in cyberspace, and asks: How do we design the next phase of the Internet with accountability and freedom at its core, rather than control? She believes the internet is headed for a ""Magna Carta"" moment when citizens around the world demand that their governments protect free speech and their right to connection.",2011-07-12,892,839367,culture,1028,0.0,1.0,English,79
1201,https://www.ted.com/talks/adam_ostrow_after_your_final_status_update,After your final status update,"Many of us have a social media presence -- a virtual personality made up of status updates, tweets and connections, stored in the cloud. Adam Ostrow asks a big question: What happens to that personality after you've died? Could it ... live on?",2011-07-11,329,1316072,technology,1080,1.0,1.0,English,79
1218,https://www.ted.com/talks/lee_cronin_making_matter_come_alive,Making matter come alive,"Before life existed on Earth, there was just matter, inorganic dead ""stuff."" How improbable is it that life arose? And -- could it use a different type of chemistry? Using an elegant definition of life (anything that can evolve), chemist Lee Cronin is exploring this question by attempting to create a fully inorganic cell using a ""Lego kit"" of inorganic molecules -- no carbon -- that can assemble, replicate and compete.",2011-07-13,911,790579,science,1015,1.0,2.0,English,79
1209,https://www.ted.com/talks/jeremy_gilley_one_day_of_peace,One day of peace,"Here's a crazy idea: Persuade the world to try living in peace for just one day, every September 21. In this energetic, honest talk, Jeremy Gilley tells the story of how this crazy idea became real -- real enough to help millions of kids in war-torn regions.",2011-07-15,1061,950759,global issues,1038,1.0,5.0,English,79
1192,https://www.ted.com/talks/mikko_hypponen_fighting_viruses_defending_the_net,"Fighting viruses, defending the net","It's been 25 years since the first PC virus (Brain A) hit the net, and what was once an annoyance has become a sophisticated tool for crime and espionage. Computer security expert Mikko Hyppönen tells us how we can stop these new viruses from threatening the internet as we know it.",2011-07-14,1054,1916096,technology,1049,7.0,3.0,English,79
1214,https://www.ted.com/talks/julia_bacha_pay_attention_to_nonviolence,Pay attention to nonviolence,"In 2003, the Palestinian village of Budrus mounted a 10-month-long nonviolent protest to stop a barrier being built across their olive groves. Did you hear about it? Didn't think so. Brazilian filmmaker Julia Bacha asks why we only pay attention to violence in the Israel-Palestine conflict -- and not to the nonviolent leaders who may one day bring peace.",2011-07-13,651,901257,communication,1039,0.0,1.0,English,79
1213,https://www.ted.com/talks/svante_paabo_dna_clues_to_our_inner_neanderthal,DNA clues to our inner neanderthal,"Sharing the results of a massive, worldwide study, geneticist Svante Pääbo shows the DNA proof that early humans mated with Neanderthals after we moved out of Africa. (Yes, many of us have Neanderthal DNA.) He also shows how a tiny bone from a baby finger was enough to identify a whole new humanoid species.",2011-07-14,1021,1583757,science,1026,0.0,1.0,English,79
1189,https://www.ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism,A global culture to fight extremism,"Why do transnational extremist organizations succeed where democratic movements have a harder time taking hold? Maajid Nawaz, a former Islamist extremist, asks for new grassroots stories and global social activism to spread democracy in the face of nationalism and xenophobia.",2011-07-12,1073,848058,culture,1014,0.0,1.0,English,79
1204,https://www.ted.com/talks/jessica_green_are_we_filtering_the_wrong_microbes,Are we filtering the wrong microbes?,"Should we keep the outdoors out of hospitals? Ecologist and TED Fellow Jessica Green has found that mechanical ventilation does get rid of many types of microbes, but the wrong kinds: the ones left in the hospital are much more likely to be pathogens.",2011-07-14,325,662919,science,1081,0.0,1.0,English,79
1200,https://www.ted.com/talks/julian_treasure_5_ways_to_listen_better,5 ways to listen better,"In our louder and louder world, says sound expert Julian Treasure, ""We are losing our listening."" In this short, fascinating talk, Treasure shares five ways to re-tune your ears for conscious listening -- to other people and the world around you.",2011-07-11,470,10088753,culture,567,3.0,1.0,English,79
1220,https://www.ted.com/talks/yasheng_huang_does_democracy_stifle_economic_growth,Does democracy stifle economic growth?,"Economist Yasheng Huang compares China to India, and asks how China's authoritarian rule contributed to its astonishing economic growth -- leading to a big question: Is democracy actually holding India back? Huang's answer may surprise you.",2011-07-12,1131,1140124,culture,1030,1.0,1.0,English,79
1199,https://www.ted.com/talks/josette_sheeran_ending_hunger_now,Ending hunger now,"Josette Sheeran, the head of the UN's World Food Program, talks about why, in a world with enough food for everyone, people still go hungry, still die of starvation, still use food as a weapon of war. Her vision: ""Food is one issue that cannot be solved person by person. We have to stand together.""",2011-07-14,1150,1011047,culture,1005,0.0,1.0,English,79
1190,https://www.ted.com/talks/tim_harford_trial_error_and_the_god_complex,"Trial, error and the God complex","Economics writer Tim Harford studies complex systems -- and finds a surprising link among the successful ones: they were built through trial and error. In this sparkling talk from TEDGlobal 2011, he asks us to embrace our randomness and start making better mistakes.",2011-07-13,1087,2161385,culture,1077,2.0,2.0,English,79
1219,https://www.ted.com/talks/raghava_kk_shake_up_your_story,Shake up your story,"Artist Raghava KK demos his new children's book for iPad with a fun feature: when you shake it, the story -- and your perspective -- changes. In this charming short talk, he invites all of us to shake up our perspective a little bit.",2011-07-12,270,1055583,technology,618,3.0,2.0,English,79
1210,https://www.ted.com/talks/lucianne_walkowicz_finding_planets_around_other_stars,Finding planets around other stars,"How do we find planets -- even habitable planets -- around other stars? By looking for tiny dimming as a planet passes in front of its sun, TED Fellow Lucianne Walkowicz and the Kepler mission have found some 1,200 potential new planetary systems. With new techniques, they may even find ones with the right conditions for life.",2011-07-11,264,1293306,science,1083,0.0,1.0,English,79
1196,https://www.ted.com/talks/rory_stewart_time_to_end_the_war_in_afghanistan,Time to end the war in Afghanistan,"British MP Rory Stewart walked across Afghanistan after 9/11, talking with citizens and warlords alike. Now, a decade later, he asks: Why are Western and coalition forces still fighting there? He shares lessons from past military interventions that worked -- Bosnia, for instance -- and shows that humility and local expertise are the keys to success.",2011-07-15,1202,849892,global issues,1045,0.0,4.0,English,79
1198,https://www.ted.com/talks/paul_bloom_the_origins_of_pleasure,The origins of pleasure,"Why do we like an original painting better than a forgery? Psychologist Paul Bloom argues that human beings are essentialists -- that our beliefs about the history of an object change how we experience it, not simply as an illusion, but as a deep feature of what pleasure (and pain) is.",2011-07-13,977,2211460,science,1041,9.0,3.0,English,79
1211,https://www.ted.com/talks/marco_tempest_the_magic_of_truth_and_lies_and_ipods,The magic of truth and lies (and iPods),"Using three iPods like magical props, Marco Tempest spins a clever, surprisingly heartfelt meditation on truth and lies, art and emotion.",2011-07-14,307,6279938,technology,1012,1.0,3.0,English,79
1195,https://www.ted.com/talks/markus_fischer_a_robot_that_flies_like_a_bird,A robot that flies like a bird,"Plenty of robots can fly -- but none can fly like a real bird. That is, until Markus Fischer and his team at Festo built SmartBird, a large, lightweight robot, modeled on a seagull, that flies by flapping its wings. A soaring demo fresh from TEDGlobal 2011.",2011-07-15,379,8811778,technology,1055,2.0,6.0,English,79
1203,https://www.ted.com/talks/mark_pagel_how_language_transformed_humanity,How language transformed humanity,"Biologist Mark Pagel shares an intriguing theory about why humans evolved our complex system of language. He suggests that language is a piece of ""social technology"" that allowed early human tribes to access a powerful new tool: cooperation.",2011-07-13,1210,1841803,science,1059,2.0,2.0,English,79
1197,https://www.ted.com/talks/geoffrey_west_the_surprising_math_of_cities_and_corporations,The surprising math of cities and corporations,"Physicist Geoffrey West has found that simple, mathematical laws govern the properties of cities -- that wealth, crime rate, walking speed and many other aspects of a city can be deduced from a single number: the city's population. In this mind-bending talk from TEDGlobal he shows how it works and how similar laws hold for organisms and corporations.",2011-07-12,1053,1625464,science,1010,1.0,1.0,English,79
1366,https://www.ted.com/talks/shilo_shiv_suleman_using_tech_to_enable_dreaming,Using tech to enable dreaming,"Has our technology -- our cell phones and iPods and cameras -- stopped us from dreaming? Young artist Shilo Shiv Suleman says no, as she demos ""Khoya,"" her new storybook for iPad, which floats us through a magical world in 7 minutes of pure creativity.",2011-12-09,456,633042,art,1250,0.0,1.0,English,8
1270,https://www.ted.com/talks/alexander_tsiaras_conception_to_birth_visualized,Conception to birth -- visualized,"Image-maker Alexander Tsiaras shares a powerful medical visualization, showing human development from conception to birth and beyond. (Some graphic images.)",2010-12-02,577,8345219,science,1104,0.0,2.0,English,8
1186,https://www.ted.com/talks/simon_lewis_don_t_take_consciousness_for_granted,Don't take consciousness for granted,"After a catastrophic car accident that left him in a coma, Simon Lewis found ways to recover -- physically and mentally -- beyond all expectations. At the INK Conference he tells how this remarkable story led him to concern over all threats to consciousness, and how to overcome them.",2010-12-01,1337,799940,technology,1078,0.0,3.0,English,8
1124,https://www.ted.com/talks/susan_lim_transplant_cells_not_organs,"Transplant cells, not organs","Pioneering surgeon Susan Lim performed the first liver transplant in Asia. But a moral concern with transplants (where do donor livers come from ...) led her to look further, and to ask: Could we be transplanting cells, not whole organs? At the INK Conference, she talks through her new research, discovering healing cells in some surprising places.",2010-12-07,986,717704,technology,979,0.0,2.0,English,8
1129,https://www.ted.com/talks/anil_ananthaswamy_what_it_takes_to_do_extreme_astrophysics,What it takes to do extreme astrophysics,"All over the planet, giant telescopes and detectors are looking (and listening) for clues to the workings of the universe. At the INK Conference, science writer Anil Ananthaswamy tours us around these amazing installations, taking us to some of the most remote and silent places on Earth.",2010-12-08,848,582611,science,982,1.0,1.0,English,8
1135,https://www.ted.com/talks/arvind_gupta_turning_trash_into_toys_for_learning,Turning trash into toys for learning,"At the INK Conference, Arvind Gupta shares simple yet stunning plans for turning trash into seriously entertaining, well-designed toys that kids can build themselves -- while learning basic principles of science and design.",2010-12-09,930,1831714,science,987,2.0,7.0,English,8
1343,https://www.ted.com/talks/bill_doyle_treating_cancer_with_electric_fields,Treating cancer with electric fields,"Surgery, chemotherapy and radiation are the best-known methods for treating cancer. At TEDMED, Bill Doyle presents a new approach, called Tumor Treating Fields, which uses electric fields to interrupt cancer cell division. Still in its infancy -- and approved for only certain types of cancer -- the treatment comes with one big benefit: quality of life.",2011-10-25,935,711925,technology,1214,0.0,2.0,English,91
1336,https://www.ted.com/talks/diana_nyad_extreme_swimming_with_the_world_s_most_dangerous_jellyfish,Extreme swimming with the world's most dangerous jellyfish,"In the 1970s, Diana Nyad set long-distance swim records that are still unbroken. Thirty years later, at 60, she attempted her longest swim yet, from Cuba to Florida. In this funny, powerful talk at TEDMED, she talks about how to prepare mentally to achieve an extreme dream, and asks: What will YOU do with your wild, precious life?",2011-10-28,1017,817333,culture,1202,6.0,6.0,English,91
1309,https://www.ted.com/talks/sheila_nirenberg_a_prosthetic_eye_to_treat_blindness,A prosthetic eye to treat blindness,"At TEDMED, Sheila Nirenberg shows a bold way to create sight in people with certain kinds of blindness: by hooking into the optic nerve and sending signals from a camera direct to the brain.",2011-10-12,601,490838,science,1128,0.0,1.0,English,91
1302,https://www.ted.com/talks/quyen_nguyen_color_coded_surgery,Color-coded surgery,"Surgeons are taught from textbooks which conveniently color-code the types of tissues, but that's not what it looks like in real life -- until now. At TEDMED Quyen Nguyen demonstrates how a molecular marker can make tumors light up in neon green, showing surgeons exactly where to cut.",2011-10-28,968,1243720,science,1123,0.0,1.0,English,91
1312,https://www.ted.com/talks/a_j_jacobs_how_healthy_living_nearly_killed_me,How healthy living nearly killed me,"For a full year, A.J. Jacobs followed every piece of health advice he could -- from applying sunscreen by the shot glass to wearing a bicycle helmet while shopping. Onstage at TEDMED, he shares the surprising things he learned.",2011-10-28,522,2162914,culture,256,7.0,1.0,English,91
1291,https://www.ted.com/talks/charles_limb_building_the_musical_muscle,Building the musical muscle,"Charles Limb performs cochlear implantation, a surgery that treats hearing loss and can restore the ability to hear speech. But as a musician too, Limb thinks about what the implants lack: They don't let you fully experience music yet. (There's a hair-raising example.) At TEDMED, Limb reviews the state of the art and the way forward.",2011-10-28,959,752698,science,927,3.0,1.0,English,91
1297,https://www.ted.com/talks/yoav_medan_ultrasound_surgery_healing_without_cuts,Ultrasound surgery -- healing without cuts,"Imagine having a surgery with no knives involved. At TEDMED, Yoav Medan shares a technique that uses MRI to find trouble spots and focused ultrasound to treat such issues as brain lesions, uterine fibroids and several kinds of cancerous growths.",2011-10-24,973,868668,science,1118,2.0,3.0,English,91
1358,https://www.ted.com/talks/inara_george_family_tree,"""Family Tree""","Singer Inara George and guitarist Mike Andrews play the quietly lovely love song ""Family Tree.""",2010-11-06,199,249489,performance,1242,,,English,201
1117,https://www.ted.com/talks/jackson_browne_a_song_inspired_by_the_ocean,A song inspired by the ocean,"Jackson Browne plays a song about being on the ocean ... or really, being anywhere among passionate friends. (He started writing this song aboard Mission Blue Voyage, a Sylvia Earle-inspired conference about saving the ocean.) ""If I could be anywhere,"" he sings, ""anywhere right now, I would be here.""",2010-11-04,266,714304,entertainment,976,0.0,3.0,English,201
1056,https://www.ted.com/talks/van_jones_the_economic_injustice_of_plastic,The economic injustice of plastic,"When we throw away our plastic trash, where does it go? In this hard-hitting talk, Van Jones shows us how our throwaway culture hits poor people and poor countries ""first and worst,"" with consequences we all share no matter where we live. He offers some ways to reclaim our planet from plastic garbage.",2010-11-14,769,692664,science,933,7.0,1.0,English,201
1337,https://www.ted.com/talks/brian_goldman_doctors_make_mistakes_can_we_talk_about_that,Doctors make mistakes. Can we talk about that?,"Every doctor makes mistakes. But, says physician Brian Goldman, medicine's culture of denial (and shame) keeps doctors from ever talking about those mistakes, or using them to learn and improve. Telling stories from his own long practice, he calls on doctors to start talking about being wrong.",2011-11-11,1168,1723864,culture,1208,4.0,1.0,English,298
1355,https://www.ted.com/talks/drew_dudley_everyday_leadership,Everyday leadership,"We have all changed someone's life -- usually without even realizing it. In this funny talk, Drew Dudley calls on all of us to celebrate leadership as the everyday act of improving each other's lives.",2010-09-23,374,5726215,community,1228,8.0,0.0,English,298
1119,https://www.ted.com/talks/dave_meslin_the_antidote_to_apathy,The antidote to apathy,"Local politics -- schools, zoning, council elections -- hit us where we live. So why don't more of us actually get involved? Is it apathy? Dave Meslin says no. He identifies 7 barriers that keep us from taking part in our communities, even when we truly care.",2010-10-10,425,1986229,culture,977,1.0,4.0,English,298
1048,https://www.ted.com/talks/neil_pasricha_the_3_a_s_of_awesome,The 3 A's of awesome,"Neil Pasricha's blog 1000 Awesome Things savors life's simple pleasures, from free refills to clean sheets. In this heartfelt talk, he reveals the 3 secrets (all starting with A) to leading a life that's truly awesome.",2010-09-30,1053,3391429,personal growth,929,14.0,4.0,English,298
1351,https://www.ted.com/talks/sheikha_al_mayassa_globalizing_the_local_localizing_the_global,"Globalizing the local, localizing the global","Sheikha Al Mayassa, a patron of artists, storytellers and filmmakers in Qatar, talks about how art and culture create a country's identity -- and allow every country to share its unique identity with the wider world. As she says: ""We don't want to be all the same, but we do want to understand each other.""",2010-12-02,653,807201,culture,813,3.0,3.0,English,117
1356,https://www.ted.com/talks/tyrone_hayes_penelope_jagessar_chaffer_the_toxic_baby,The toxic baby,"Filmmaker Penelope Jagessar Chaffer was curious about the chemicals she was exposed to while pregnant: Could they affect her unborn child? So she asked scientist Tyrone Hayes to brief her on one he studied closely: atrazine, a herbicide used on corn. (Hayes, an expert on amphibians, is a critic of atrazine, which displays a disturbing effect on frog development.) Onstage together at TEDWomen, Hayes and Chaffer tell their story.",2010-12-02,1068,601049,science,1229,4.0,1.0,English,117
1224,https://www.ted.com/talks/lauren_zalaznick_the_conscience_of_television,The conscience of television,"TV executive Lauren Zalaznick thinks deeply about pop television. Sharing results of a bold study that tracks attitudes against TV ratings over five decades, she makes a case that television reflects who we truly are -- in ways we might not have expected.",2010-12-03,792,826326,culture,853,0.0,1.0,English,117
1216,https://www.ted.com/talks/joan_halifax_compassion_and_the_true_meaning_of_empathy,Compassion and the true meaning of empathy,"Buddhist roshi Joan Halifax works with people at the last stage of life (in hospice and on death row). She shares what she's learned about compassion in the face of death and dying, and a deep insight into the nature of empathy.",2010-12-03,841,2006739,culture,838,2.0,2.0,English,117
1205,https://www.ted.com/talks/eve_ensler_suddenly_my_body,"Suddenly, my body","Poet, writer, activist Eve Ensler lived in her head. In this powerful talk from TEDWomen, she talks about her lifelong disconnection from her body -- and how two shocking events helped her to connect with the reality, the physicality of being human.",2010-12-04,778,1593169,culture,66,0.0,1.0,English,117
1154,https://www.ted.com/talks/shirin_neshat_art_in_exile,Art in exile,"Iranian-born artist Shirin Neshat explores the paradox of being an artist in exile: a voice for her people, but unable to go home. In her work, she explores Iran pre- and post-Islamic Revolution, tracing political and societal change through powerful images of women.",2010-12-04,644,826066,global issues,830,0.0,1.0,English,117
1116,https://www.ted.com/talks/caroline_casey_looking_past_limits,Looking past limits,"Activist Caroline Casey tells the story of her extraordinary life, starting with a revelation (no spoilers). In a talk that challenges perceptions, Casey asks us all to move beyond the limits we may think we have.",2010-12-03,1157,2430136,culture,821,4.0,3.0,English,117
1136,https://www.ted.com/talks/aicha_el_wafi_phyllis_rodriguez_the_mothers_who_found_forgiveness_friendship,"The mothers who found forgiveness, friendship","Phyllis Rodriguez and Aicha el-Wafi have a powerful friendship born of unthinkable loss. Rodriguez' son was killed in the World Trade Center attacks on September 11, 2001; el-Wafi's son Zacarias Moussaoui was convicted of a role in those attacks and is serving a life sentence. In hoping to find peace, these two moms have come to understand and respect one another.",2010-12-12,594,1018451,culture,858,1.0,1.0,English,117
1089,https://www.ted.com/talks/courtney_e_martin_this_isn_t_her_mother_s_feminism,This isn't her mother's feminism,"Blogger Courtney E. Martin examines the perennially loaded word ""feminism"" in this personal and heartfelt talk. She talks through the three essential paradoxes of her generation's quest to define the term for themselves.",2010-12-10,686,1172072,culture,825,5.0,6.0,English,117
1083,https://www.ted.com/talks/ahn_trio_a_modern_take_on_piano_violin_cello,"A modern take on piano, violin, cello","The three Ahn sisters (cellist Maria, pianist Lucia, violinist Angella) breathe new life into the piano trio with their passionate musicmaking. At TEDWomen, they start with the bright and poppy ""Skylife,"" by David Balakrishnan, then play a gorgeous, slinky version of ""Oblivion,"" by Astor Piazzolla.",2010-12-08,565,876118,entertainment,812,0.0,4.0,English,117
1081,https://www.ted.com/talks/elizabeth_lindsey_curating_humanity_s_heritage,Curating humanity's heritage,"It's been said that when an elder dies, it's as if a library is burned. Anthropologist Elizabeth Lindsey, a National Geographic Fellow, collects the deep cultural knowledge passed down as stories and lore.",2010-12-08,613,557785,storytelling,819,1.0,1.0,English,117
1101,https://www.ted.com/talks/hans_rosling_the_magic_washing_machine,The magic washing machine,"What was the greatest invention of the industrial revolution? Hans Rosling makes the case for the washing machine. With newly designed graphics from Gapminder, Rosling shows us the magic that pops up when economic growth and electricity turn a boring wash day into an intellectual day of reading.",2010-12-04,555,3369979,culture,90,11.0,2.0,English,117
1076,https://www.ted.com/talks/jacqueline_novogratz_inspiring_a_life_of_immersion,Inspiring a life of immersion,"We each want to live a life of purpose, but where to start? In this luminous, wide-ranging talk, Jacqueline Novogratz introduces us to people she's met in her work in ""patient capital"" -- people who have immersed themselves in a cause, a community, a passion for justice. These human stories carry powerful moments of inspiration.",2010-12-08,1068,1096897,culture,89,1.0,1.0,English,117
1078,https://www.ted.com/talks/madeleine_albright_on_being_a_woman_and_a_diplomat,On being a woman and a diplomat,"Former US Secretary of State Madeleine Albright talks bluntly about politics and diplomacy, making the case that women's issues deserve a place at the center of foreign policy. Far from being a ""soft"" issue, she says, women's issues are often the very hardest ones, dealing directly with life and death. A frank and funny Q&amp;A with Pat Mitchell from the Paley Center.",2010-12-08,779,862852,business,814,7.0,4.0,English,117
1049,https://www.ted.com/talks/jody_williams_a_realistic_vision_for_world_peace,A realistic vision for world peace,"Nobel Peace laureate Jody Williams brings tough love to the dream of world peace, with her razor-sharp take on what ""peace"" really means, and a set of profound stories that zero in on the creative struggle -- and sacrifice -- of those who work for it.",2010-12-08,652,865375,global issues,851,1.0,1.0,English,117
1047,https://www.ted.com/talks/deborah_rhodes_a_test_that_finds_3x_more_breast_tumors_and_why_it_s_not_available_to_you,"A test that finds 3x more breast tumors, and why it's not available to you","Working with a team of physicists, Dr. Deborah Rhodes developed a new tool for tumor detection that's 3 times as effective as traditional mammograms for women with dense breast tissue. The life-saving implications are stunning. So why haven't we heard of it? Rhodes shares the story behind the tool's creation, and the web of politics and economics that keep it from mainstream use.",2010-12-08,1268,1059305,science,839,4.0,4.0,English,117
1054,https://www.ted.com/talks/naomi_klein_addicted_to_risk,Addicted to risk,"Days before this talk, journalist Naomi Klein was on a boat in the Gulf of Mexico, looking at the catastrophic results of BP's risky pursuit of oil. Our societies have become addicted to extreme risk in finding new energy, new financial instruments and more ... and too often, we're left to clean up a mess afterward. Klein's question: What's the backup plan?",2010-12-08,1189,1067674,science,845,0.0,1.0,English,117
1039,https://www.ted.com/talks/beverly_dereck_joubert_life_lessons_from_big_cats,Life lessons from big cats,"Beverly + Dereck Joubert live in the bush, filming and photographing lions and leopards in their natural habitat. With stunning footage (some never before seen), they discuss their personal relationships with these majestic animals -- and their quest to save the big cats from human threats.",2010-12-08,1040,992690,global issues,856,6.0,2.0,English,117
1061,https://www.ted.com/talks/liza_donnelly_drawing_on_humor_for_change,Drawing on humor for change,New Yorker cartoonist Liza Donnelly shares a portfolio of her wise and funny cartoons about modern life -- and talks about how humor can empower women to change the rules.,2010-12-07,402,1479381,culture,822,9.0,1.0,English,117
1070,https://www.ted.com/talks/cynthia_breazeal_the_rise_of_personal_robots,The rise of personal robots,"Cynthia Breazeal wonders: Why can we use robots on Mars, but not in our living rooms? The key, she says, is in training robots to interact with people. Now she dreams up and builds robots that teach, learn -- and play. Watch for amazing demo footage of a new interactive game for kids.",2010-12-08,844,1257063,technology,817,3.0,1.0,English,117
1071,https://www.ted.com/talks/hawa_abdi_deqo_mohamed_mother_and_daughter_doctor_heroes,Mother and daughter doctor-heroes,"They've been called the ""saints of Somalia."" Doctor Hawa Abdi and her daughter Deqo Mohamed discuss their medical clinic in Somalia, where -- in the face of civil war and open oppression of women -- they've built a hospital, a school and a community of peace.",2010-12-08,523,475606,science,876,1.0,7.0,English,117
1044,https://www.ted.com/talks/arianna_huffington_how_to_succeed_get_more_sleep,How to succeed? Get more sleep,"In this short talk, Arianna Huffington shares a small idea that can awaken much bigger ones: the power of a good night's sleep. Instead of bragging about our sleep deficits, she urges us to shut our eyes and see the big picture: We can sleep our way to increased productivity and happiness -- and smarter decision-making.",2010-12-07,250,5588717,culture,879,5.0,5.0,English,117
1040,https://www.ted.com/talks/sheryl_sandberg_why_we_have_too_few_women_leaders,Why we have too few women leaders,Facebook COO Sheryl Sandberg looks at why a smaller percentage of women than men reach the top of their professions -- and offers 3 powerful pieces of advice to women aiming for the C-suite.,2010-12-08,898,11104843,technology,848,4.0,3.0,English,117
